,passage,questions,answers
338,"Pork rind (also chicharrones, cracklings, or pork scratchings in the UK) is the skin of a pig that is deep-fried. Pork rinds are very low in carbohydrates and calories compared with other snacks such as potato chips; they contain no sugar and little to no sodium depending on how they are prepared.
"," 
Is pork rind high in carbs? 
", False
339,"Pisgah Crater is a cinder cone volcano located in the Mojave Desert of California, United States. It lies between the towns of Apple Valley and Hesperia in San Bernardino County. The summit elevation is 5593 feet (1710 m).
"," 
Is Pisgah crater taller than Mount St Helens?
"," 
False"
340,"Target Corporation is an American retailing company, founded in 1902 and headquartered in Minneapolis, Minnesota. It is the second-largest discount retailer in the United States, Walmart being the first. The company sells general merchandise and food through its chain of hypermarkets and superstores under several brand names including Target, Tar-zhay (in some markets), SuperTarget (a combination of ""supermarket"" and ""target""), Portico (CityTarget stores located within urban areas),and previously as Dayton's or Hudson's.
"," Is Target Corporation a subsidiary of Walmart?
"," 
False"
341,"The Amazon basin is the part of South America drained by the Amazon River and its tributaries. The basin covers an area of about 7,000,000 km2 (2,700,000 sq mi), or more than 40 percent of the South American continent. It extends from the Andes in Peru to where it meets Atlantic Ocean at a depth below sea level up to 100 m (330 ft).
"," 
Is the amazon river located entirely within brazil?
", False
342,"No. 1 Court is a tennis court at the All England Lawn Tennis and Croquet Club, Wimbledon, London. It opened in 1924 and since 2009 has been used as one of the main show courts for The Championships along with Centre Court and No. 2 Court.[1] 
"," Does No. 1 Court have a retractable roof? 
", False
343,"Why Do Fools Fall in Love is a 1998 American biographical film directed by Gregory Nava. The screenplay by Tina Andrews and Thomas Lee Wright is based on the life of R&B singer Frankie Lymon, who rose to fame as the lead singer of The Teenagers before his early death at age 25 from a heroin overdose. 
"," Is Why Do Fools Fall in Love an American movie? 
", True
344,"Gabe's is a chain of discount stores founded in 1961 and headquartered in Nashville, Tennessee. The company operates more than 100 stores in 11 states across the southeastern United States. Gabe's offers apparel for men, women, and children; home goods; cosmetics; and other items at discounted prices. 
"," Is Gabe's a clothing store? 
", True
345,"""FourFiveSeconds"" is a song recorded by American singer Rihanna, West and McCartney. The song was released as the lead single from Rihanna's upcoming seventh studio album on January 24, 2015. ""FourFiveSeconds"" is a folk-pop, pop and soul track with an acoustic guitar riff and minimal percussion accompaniment. Lyrically, it features Beyoncé speaking about spending time together in a relationship that ended abruptly due to unforeseen circumstances. 
"," Is ""FourFiveSeconds"" an R&B song? 
", False
346,"The New York Yankees are an American professional baseball team based in the Bronx, New York City. They compete in Major League Baseball (MLB) as a member club of the American League (AL) East division. The Yankees began play in 1901 as an expansion team called the Baltimore Orioles before moving to New York two years later and becoming known as the Highlanders until 1913 when they adopted their now-iconic pinstriped jerseys and became officially nicknamed ""the Yankees"".
"," Did the yankees start out playing under another name? 
", True
347,"Agents of S.H.I.E.L.D., also known as simply SHIELD, is a fictional espionage and law-enforcement agency appearing in American comic books published by Marvel Comics
"," 
Is Agents of S.H I E L D a real organization? 
", False
348,"A Visa Debit card is a plastic card that gives you the ability to make purchases anywhere Visa is accepted, either in-store or online. The best part about using a Visa Debit card is that your purchase will be deducted directly from your bank account. You don’t have to carry around extra cash or worry about getting credit approval – just use your debit card and enjoy peace of mind knowing that your transaction is secure.
"," 
Can I use my Visa Debit Card at any store?
", True
349,"The red kangaroo (Macropus rufus) is the largest of all kangaroos, the largest terrestrial mammal native to Australia, and one of the largest extant marsupials. It is found across mainland Australia, but predominantly in the western and northern regions. This species further represents a more basal lineage than that occupied by its closest living relative, being less specialised for long-distance hopping; it has shorter hind limbs and does not exhibit forelimb propulsion common to large macropods
"," Does this animal have short or long legs? 
", Short
